model,Lot Number,s_serial,Qty,Lot Qty,Line,Line Desc,Start Date,Shift,End Date,Shift,Due Date,Prod Type,Model Group,Model Category,Actual Results,MPS Mngm. Code,Cost Center,Comment,Date YYYYMMDD,S/O,Cont No,This Plan Qty,Prev Qty,This Qty,Create WSID,Create User,Create PGM, Create Date,Create Time
XJH-248W-03,109A,64274,672,672,N0096,PACKING,2025-04-12,1,2025-04-12,1,2025-04-12,1,TILT.P-01-01-23,,0,,400,,2025-04-12,0,P0257525,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-199W-00,083A,55616,700,700,N0096,PACKING,2025-04-12,1,2025-04-12,1,2025-04-12,1,PACK-01-01-18,,0,,400,,2025-04-12,0,P0236665,700,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,G83A,1548420,1008,1008,N0096,PACKING,2025-04-14,1,2025-04-14,1,2025-04-14,1,PACK-01-01-18,,0,,400,,2025-04-14,0,P0253006,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,G84A,1549428,1008,1008,N0096,PACKING,2025-04-15,1,2025-04-15,1,2025-04-15,1,PACK-01-01-18,,0,,400,,2025-04-15,0,P0253007,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,G85A,1550436,1008,1008,N0096,PACKING,2025-04-15,1,2025-04-15,1,2025-04-15,1,PACK-01-01-18,,0,,400,,2025-04-15,0,P0253008,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,404A,262518,672,672,N0096,PACKING,2025-04-15,1,2025-04-15,1,2025-04-15,1,TILT.P-01-01-23,,0,,400,,2025-04-15,0,P0261088,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,G86A,1551444,1008,1008,N0096,PACKING,2025-04-16,1,2025-04-16,1,2025-04-16,1,PACK-01-01-18,,0,,400,,2025-04-16,0,P0253009,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,405A,263190,672,672,N0096,PACKING,2025-04-16,1,2025-04-16,1,2025-04-16,1,TILT.P-01-01-23,,0,,400,,2025-04-16,0,P0261089,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,406A,263862,672,672,N0096,PACKING,2025-04-16,1,2025-04-16,1,2025-04-16,1,TILT.P-01-01-23,,0,,400,,2025-04-16,0,P0261090,672,0,0,,,PLN06,MRPT37B2,20250114
FC2-4A01NXP,431A,286314,800,800,N0096,PACKING,2025-04-16,1,2025-04-16,1,2025-04-16,1,PACK-01-01-13,,0,,400,,2025-04-16,0,P0261024,800,0,0,,,PLN06,MRPT37B2,20250114
FC2-4A01NXP,432A,287114,800,800,N0096,PACKING,2025-04-16,1,2025-04-16,1,2025-04-16,1,PACK-01-01-13,,0,,400,,2025-04-16,0,P0261025,800,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,G87A,1552452,1008,1008,N0096,PACKING,2025-04-17,1,2025-04-17,1,2025-04-17,1,PACK-01-01-18,,0,,400,,2025-04-17,0,P0253010,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,G88A,1553460,1008,1008,N0096,PACKING,2025-04-17,1,2025-04-17,1,2025-04-17,1,PACK-01-01-18,,0,,400,,2025-04-17,0,P0253011,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,407A,264534,672,672,N0096,PACKING,2025-04-17,1,2025-04-17,1,2025-04-17,1,TILT.P-01-01-23,,0,,400,,2025-04-17,0,P0261091,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,408A,265206,672,672,N0096,PACKING,2025-04-17,1,2025-04-17,1,2025-04-17,1,TILT.P-01-01-23,,0,,400,,2025-04-17,0,P0261092,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,G89A,1554468,1008,1008,N0096,PACKING,2025-04-21,1,2025-04-21,1,2025-04-21,1,PACK-01-01-18,,0,,400,,2025-04-21,0,P0253012,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,409A,265878,672,672,N0096,PACKING,2025-04-21,1,2025-04-21,1,2025-04-21,1,TILT.P-01-01-23,,0,,400,,2025-04-21,0,P0261093,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,410A,266550,672,672,N0096,PACKING,2025-04-21,1,2025-04-21,1,2025-04-21,1,TILT.P-01-01-23,,0,,400,,2025-04-21,0,P0261094,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,411A,267222,672,672,N0096,PACKING,2025-04-21,1,2025-04-21,1,2025-04-21,1,TILT.P-01-01-23,,0,,400,,2025-04-21,0,P0261095,672,0,0,,,PLN06,MRPT37B2,20250114
FC2-4A01NXP,433A,287914,800,800,N0096,PACKING,2025-04-21,1,2025-04-21,1,2025-04-21,1,PACK-01-01-13,,0,,400,,2025-04-21,0,P0261026,800,0,0,,,PLN06,MRPT37B2,20250114
FC2-4A01NXP,434A,288714,800,800,N0096,PACKING,2025-04-21,1,2025-04-21,1,2025-04-21,1,PACK-01-01-13,,0,,400,,2025-04-21,0,P0261027,800,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,034A,16429,672,672,N0096,PACKING,2025-04-22,1,2025-04-22,1,2025-04-22,1,TILT.P-01-01-23,,0,,400,,2025-04-22,0,P0262164,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,035A,17101,672,672,N0096,PACKING,2025-04-22,1,2025-04-22,1,2025-04-22,1,TILT.P-01-01-23,,0,,400,,2025-04-22,0,P0262165,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,036A,17773,672,672,N0096,PACKING,2025-04-22,1,2025-04-22,1,2025-04-22,1,TILT.P-01-01-23,,0,,400,,2025-04-22,0,P0262166,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-223W-00,170A,166358,1120,1120,N0096,PACKING,2025-04-22,1,2025-04-22,1,2025-04-22,1,PACK-01-01-20,,0,,400,,2025-04-22,0,P0263153,1120,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,412A,267894,672,672,N0096,PACKING,2025-04-22,1,2025-04-22,1,2025-04-22,1,TILT.P-01-01-23,,0,,400,,2025-04-22,0,P0261096,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,413A,268566,672,672,N0096,PACKING,2025-04-22,1,2025-04-22,1,2025-04-22,1,TILT.P-01-01-23,,0,,400,,2025-04-22,0,P0261097,672,0,0,,,PLN06,MRPT37B2,20250114
FC2-4A01NXP,435A,289514,800,800,N0096,PACKING,2025-04-22,1,2025-04-22,1,2025-04-22,1,PACK-01-01-13,,0,,400,,2025-04-22,0,P0261028,800,0,0,,,PLN06,MRPT37B2,20250114
FC2-4A01NXP,436A,290314,800,800,N0096,PACKING,2025-04-22,1,2025-04-22,1,2025-04-22,1,PACK-01-01-13,,0,,400,,2025-04-22,0,P0261029,800,0,0,,,PLN06,MRPT37B2,20250114
FC2-4A01NXP,437A,291114,312,800,N0096,PACKING,2025-04-22,1,2025-04-22,1,2025-04-22,1,PACK-01-01-13,,0,,400,,2025-04-22,0,P0261030,312,0,0,,,PLN06,MRPT37B2,20250114
FC2-4A01NXP,437A,291114,488,800,N0096,PACKING,2025-04-23,1,2025-04-23,1,2025-04-22,1,PACK-01-01-13,,0,,400,,2025-04-22,0,P0261030,488,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,G90A,1555476,1008,1008,N0096,PACKING,2025-04-23,1,2025-04-23,1,2025-04-22,1,PACK-01-01-18,,0,,400,,2025-04-22,0,P0253013,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,037A,18445,672,672,N0096,PACKING,2025-04-23,1,2025-04-23,1,2025-04-23,1,TILT.P-01-01-23,,0,,400,,2025-04-23,0,P0262167,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,038A,19117,672,672,N0096,PACKING,2025-04-23,1,2025-04-23,1,2025-04-23,1,TILT.P-01-01-23,,0,,400,,2025-04-23,0,P0262168,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,039A,19789,672,672,N0096,PACKING,2025-04-23,1,2025-04-23,1,2025-04-23,1,TILT.P-01-01-23,,0,,400,,2025-04-23,0,P0262169,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-223W-01,070A,55645,1120,1120,N0096,PACKING,2025-04-23,1,2025-04-23,1,2025-04-23,1,PACK-01-01-20,,0,,400,,2025-04-23,0,P0260467,1120,0,0,,,PLN06,MRPT37B2,20250114
FC2-4A01NXP,438A,291914,800,800,N0096,PACKING,2025-04-23,1,2025-04-23,1,2025-04-23,1,PACK-01-01-13,,0,,400,,2025-04-23,0,P0261031,800,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,414A,269238,672,672,N0096,PACKING,2025-04-24,1,2025-04-24,1,2025-04-23,1,TILT.P-01-01-23,,0,,400,,2025-04-23,0,P0261098,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,415A,269910,672,672,N0096,PACKING,2025-04-24,1,2025-04-24,1,2025-04-23,1,TILT.P-01-01-23,,0,,400,,2025-04-23,0,P0261099,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,416A,270582,672,672,N0096,PACKING,2025-04-24,1,2025-04-24,1,2025-04-23,1,TILT.P-01-01-23,,0,,400,,2025-04-23,0,P0261100,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,040A,20461,672,672,N0096,PACKING,2025-04-24,1,2025-04-24,1,2025-04-23,1,TILT.P-01-01-23,,0,,400,,2025-04-23,0,P0262170,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,041A,21133,672,672,N0096,PACKING,2025-04-24,1,2025-04-24,1,2025-04-23,1,TILT.P-01-01-23,,0,,400,,2025-04-23,0,P0262171,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,042A,21805,672,672,N0096,PACKING,2025-04-24,1,2025-04-24,1,2025-04-24,1,TILT.P-01-01-23,,0,,400,,2025-04-24,0,P0262172,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,043A,22477,672,672,N0096,PACKING,2025-04-24,1,2025-04-24,1,2025-04-24,1,TILT.P-01-01-23,,0,,400,,2025-04-24,0,P0262173,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,G91A,1556484,1008,1008,N0096,PACKING,2025-04-24,1,2025-04-24,1,2025-04-24,1,PACK-01-01-18,,0,,400,,2025-04-24,0,P0253014,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,417A,271254,672,672,N0096,PACKING,2025-04-24,1,2025-04-24,1,2025-04-24,1,TILT.P-01-01-23,,0,,400,,2025-04-24,0,P0261101,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,044A,23149,672,672,N0096,PACKING,2025-04-25,1,2025-04-25,1,2025-04-24,1,TILT.P-01-01-23,,0,,400,,2025-04-24,0,P0262174,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,045A,23821,672,672,N0096,PACKING,2025-04-25,1,2025-04-25,1,2025-04-24,1,TILT.P-01-01-23,,0,,400,,2025-04-24,0,P0262175,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,046A,24493,672,672,N0096,PACKING,2025-04-25,1,2025-04-25,1,2025-04-24,1,TILT.P-01-01-23,,0,,400,,2025-04-24,0,P0262176,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,G92A,1557492,1008,1008,N0096,PACKING,2025-04-25,1,2025-04-25,1,2025-04-25,1,PACK-01-01-18,,0,,400,,2025-04-25,0,P0253015,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,047A,25165,672,672,N0096,PACKING,2025-04-25,1,2025-04-25,1,2025-04-25,1,TILT.P-01-01-23,,0,,400,,2025-04-25,0,P0262177,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,418A,271926,672,672,N0096,PACKING,2025-04-25,1,2025-04-25,1,2025-04-25,1,TILT.P-01-01-23,,0,,400,,2025-04-25,0,P0261102,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,419A,272598,672,672,N0096,PACKING,2025-04-25,1,2025-04-25,1,2025-04-25,1,TILT.P-01-01-23,,0,,400,,2025-04-25,0,P0261103,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,420A,273270,672,672,N0096,PACKING,2025-04-25,1,2025-04-25,1,2025-04-25,1,TILT.P-01-01-23,,0,,400,,2025-04-25,0,P0261104,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,048A,25837,672,672,N0096,PACKING,2025-04-28,1,2025-04-28,1,2025-04-25,1,TILT.P-01-01-23,,0,,400,,2025-04-25,0,P0262178,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,G93A,1558500,1008,1008,N0096,PACKING,2025-04-28,1,2025-04-28,1,2025-04-25,1,PACK-01-01-18,,0,,400,,2025-04-25,0,P0253016,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-223W-00,171A,167478,1120,1120,N0096,PACKING,2025-04-28,1,2025-04-28,1,2025-04-25,1,PACK-01-01-20,,0,,400,,2025-04-25,0,P0263154,1120,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,G94A,1559508,1008,1008,N0096,PACKING,2025-04-28,1,2025-04-28,1,2025-04-28,1,PACK-01-01-18,,0,,400,,2025-04-28,0,P0253017,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,049A,26509,672,672,N0096,PACKING,2025-04-28,1,2025-04-28,1,2025-04-28,1,TILT.P-01-01-23,,0,,400,,2025-04-28,0,P0262179,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,050A,27181,672,672,N0096,PACKING,2025-04-28,1,2025-04-28,1,2025-04-28,1,TILT.P-01-01-23,,0,,400,,2025-04-28,0,P0262180,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,421A,273942,672,672,N0096,PACKING,2025-04-28,1,2025-04-28,1,2025-04-28,1,TILT.P-01-01-23,,0,,400,,2025-04-28,0,P0261105,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,G95A,1560516,1008,1008,N0096,PACKING,2025-04-29,1,2025-04-29,1,2025-04-28,1,PACK-01-01-18,,0,,400,,2025-04-28,0,P0253018,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-223W-01,071A,56765,560,560,N0096,PACKING,2025-04-29,1,2025-04-29,1,2025-04-28,1,PACK-01-01-20,,0,,400,,2025-04-28,0,P0260468,560,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,422A,274614,672,672,N0096,PACKING,2025-04-29,1,2025-04-29,1,2025-04-29,1,TILT.P-01-01-23,,0,,400,,2025-04-29,0,P0261106,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,423A,275286,672,672,N0096,PACKING,2025-04-29,1,2025-04-29,1,2025-04-29,1,TILT.P-01-01-23,,0,,400,,2025-04-29,0,P0261107,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-05,240A,151743,672,672,N0096,PACKING,2025-04-29,1,2025-04-29,1,2025-04-29,1,TILT.P-01-01-23,,0,,400,,2025-04-29,0,P0251858,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,G96A,1561524,1008,1008,N0096,PACKING,2025-04-30,1,2025-04-30,1,2025-04-29,1,PACK-01-01-18,,0,,400,,2025-04-29,0,P0253019,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,G97A,1562532,1008,1008,N0096,PACKING,2025-04-30,1,2025-04-30,1,2025-04-29,1,PACK-01-01-18,,0,,400,,2025-04-29,0,P0253020,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,G98A,1563540,1008,1008,N0096,PACKING,2025-04-30,1,2025-04-30,1,2025-04-30,1,PACK-01-01-18,,0,,400,,2025-04-30,0,P0253021,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,424A,275958,672,672,N0096,PACKING,2025-04-30,1,2025-04-30,1,2025-04-30,1,TILT.P-01-01-23,,0,,400,,2025-04-30,0,P0261108,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,425A,276630,672,672,N0096,PACKING,2025-04-30,1,2025-04-30,1,2025-04-30,1,TILT.P-01-01-23,,0,,400,,2025-04-30,0,P0261109,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,426A,277302,672,672,N0096,PACKING,2025-04-30,1,2025-04-30,1,2025-04-30,1,TILT.P-01-01-23,,0,,400,,2025-04-30,0,P0261110,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-05,241A,152415,672,672,N0096,PACKING,2025-04-30,1,2025-04-30,1,2025-04-30,1,TILT.P-01-01-23,,0,,400,,2025-04-30,0,P0251859,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,427A,277974,672,672,N0096,PACKING,2025-05-02,1,2025-05-02,1,2025-05-02,1,TILT.P-01-01-23,,0,,400,,2025-05-02,0,P0261111,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,428A,278646,672,672,N0096,PACKING,2025-05-02,1,2025-05-02,1,2025-05-02,1,TILT.P-01-01-23,,0,,400,,2025-05-02,0,P0261112,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,G99A,1564548,1008,1008,N0096,PACKING,2025-05-02,1,2025-05-02,1,2025-05-02,1,PACK-01-01-18,,0,,400,,2025-05-02,0,P0253022,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,H00A,1565556,1008,1008,N0096,PACKING,2025-05-02,1,2025-05-02,1,2025-05-02,1,PACK-01-01-18,,0,,400,,2025-05-02,0,P0253047,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,429A,279318,672,672,N0096,PACKING,2025-05-05,1,2025-05-05,1,2025-05-05,1,TILT.P-01-01-23,,0,,400,,2025-05-05,0,P0261113,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,H01A,1566564,1008,1008,N0096,PACKING,2025-05-05,1,2025-05-05,1,2025-05-05,1,PACK-01-01-18,,0,,400,,2025-05-05,0,P0253048,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,H02A,1567572,1008,1008,N0096,PACKING,2025-05-05,1,2025-05-05,1,2025-05-05,1,PACK-01-01-18,,0,,400,,2025-05-05,0,P0253049,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,051A,27853,672,672,N0096,PACKING,2025-05-06,1,2025-05-06,1,2025-05-06,1,TILT.P-01-01-23,,0,,400,,2025-05-06,0,P0262181,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-03,110A,64946,672,672,N0096,PACKING,2025-05-06,1,2025-05-06,1,2025-05-06,1,TILT.P-01-01-23,,0,,400,,2025-05-06,0,P0257526,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,430A,279990,672,672,N0096,PACKING,2025-05-06,1,2025-05-06,1,2025-05-06,1,TILT.P-01-01-23,,0,,400,,2025-05-06,0,P0261114,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,431A,280662,672,672,N0096,PACKING,2025-05-06,1,2025-05-06,1,2025-05-06,1,TILT.P-01-01-23,,0,,400,,2025-05-06,0,P0261115,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,H03A,1568580,1008,1008,N0096,PACKING,2025-05-06,1,2025-05-06,1,2025-05-06,1,PACK-01-01-18,,0,,400,,2025-05-06,0,P0253050,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,H04A,1569588,1008,1008,N0096,PACKING,2025-05-06,1,2025-05-06,1,2025-05-06,1,PACK-01-01-18,,0,,400,,2025-05-06,0,P0253051,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-210W-00,568A,538482,20,20,N0096,PACKING,2025-05-06,1,2025-05-06,1,2025-05-06,1,PACK-01-01-18,,0,,400,,2025-05-06,0,P0234824,20,0,0,,,PLN06,MRPT37B2,20250114
XJH-199W-00,084A,56316,500,500,N0096,PACKING,2025-05-06,1,2025-05-06,1,2025-05-02,1,PACK-01-01-18,,0,,400,,2025-05-02,0,P0240098,500,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,052A,28525,672,672,N0096,PACKING,2025-05-07,1,2025-05-07,1,2025-05-07,1,TILT.P-01-01-23,,0,,400,,2025-05-07,0,P0262182,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-03,111A,65618,672,672,N0096,PACKING,2025-05-07,1,2025-05-07,1,2025-05-07,1,TILT.P-01-01-23,,0,,400,,2025-05-07,0,P0257527,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,432A,281334,672,672,N0096,PACKING,2025-05-07,1,2025-05-07,1,2025-05-07,1,TILT.P-01-01-23,,0,,400,,2025-05-07,0,P0261116,672,0,0,,,PLN06,MRPT37B2,20250114
FC2-4A01NXP,439A,292714,800,800,N0096,PACKING,2025-05-07,1,2025-05-07,1,2025-05-07,1,PACK-01-01-13,,0,,400,,2025-05-07,0,P0261032,800,0,0,,,PLN06,MRPT37B2,20250114
FC2-4A01NXP,440A,293514,800,800,N0096,PACKING,2025-05-07,1,2025-05-07,1,2025-05-07,1,PACK-01-01-13,,0,,400,,2025-05-07,0,P0261033,800,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,H05A,1570596,1008,1008,N0096,PACKING,2025-05-07,1,2025-05-07,1,2025-05-07,1,PACK-01-01-18,,0,,400,,2025-05-07,0,P0253052,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,053A,29197,672,672,N0096,PACKING,2025-05-08,1,2025-05-08,1,2025-05-08,1,TILT.P-01-01-23,,0,,400,,2025-05-08,0,P0262183,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,054A,29869,672,672,N0096,PACKING,2025-05-08,1,2025-05-08,1,2025-05-08,1,TILT.P-01-01-23,,0,,400,,2025-05-08,0,P0262184,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-03,112A,66290,672,672,N0096,PACKING,2025-05-08,1,2025-05-08,1,2025-05-08,1,TILT.P-01-01-23,,0,,400,,2025-05-08,0,P0257528,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,433A,282006,672,672,N0096,PACKING,2025-05-08,1,2025-05-08,1,2025-05-08,1,TILT.P-01-01-23,,0,,400,,2025-05-08,0,P0261117,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,H06A,1571604,1008,1008,N0096,PACKING,2025-05-08,1,2025-05-08,1,2025-05-08,1,PACK-01-01-18,,0,,400,,2025-05-08,0,P0253053,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,H07A,1572612,1008,1008,N0096,PACKING,2025-05-08,1,2025-05-08,1,2025-05-08,1,PACK-01-01-18,,0,,400,,2025-05-08,0,P0253054,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,H08A,1573620,1008,1008,N0096,PACKING,2025-05-08,1,2025-05-08,1,2025-05-08,1,PACK-01-01-18,,0,,400,,2025-05-08,0,P0253055,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,055A,30541,672,672,N0096,PACKING,2025-05-09,1,2025-05-09,1,2025-05-09,1,TILT.P-01-01-23,,0,,400,,2025-05-09,0,P0262185,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,434A,282678,672,672,N0096,PACKING,2025-05-09,1,2025-05-09,1,2025-05-09,1,TILT.P-01-01-23,,0,,400,,2025-05-09,0,P0261118,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,H09A,1574628,1008,1008,N0096,PACKING,2025-05-09,1,2025-05-09,1,2025-05-09,1,PACK-01-01-18,,0,,400,,2025-05-09,0,P0253056,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,H0AA,1575636,1008,1008,N0096,PACKING,2025-05-09,1,2025-05-09,1,2025-05-09,1,PACK-01-01-18,,0,,400,,2025-05-09,0,P0253023,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,H0BA,1576644,1008,1008,N0096,PACKING,2025-05-09,1,2025-05-09,1,2025-05-09,1,PACK-01-01-18,,0,,400,,2025-05-09,0,P0253024,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,056A,31213,672,672,N0096,PACKING,2025-05-12,1,2025-05-12,1,2025-05-12,1,TILT.P-01-01-23,,0,,400,,2025-05-12,0,P0262186,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,057A,31885,672,672,N0096,PACKING,2025-05-12,1,2025-05-12,1,2025-05-12,1,TILT.P-01-01-23,,0,,400,,2025-05-12,0,P0262187,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,435A,283350,672,672,N0096,PACKING,2025-05-12,1,2025-05-12,1,2025-05-12,1,TILT.P-01-01-23,,0,,400,,2025-05-12,0,P0261119,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,436A,284022,672,672,N0096,PACKING,2025-05-12,1,2025-05-12,1,2025-05-12,1,TILT.P-01-01-23,,0,,400,,2025-05-12,0,P0261120,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,H0CA,1577652,1008,1008,N0096,PACKING,2025-05-12,1,2025-05-12,1,2025-05-12,1,PACK-01-01-18,,0,,400,,2025-05-12,0,P0253025,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,058A,32557,672,672,N0096,PACKING,2025-05-13,1,2025-05-13,1,2025-05-13,1,TILT.P-01-01-23,,0,,400,,2025-05-13,0,P0262188,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,437A,284694,672,672,N0096,PACKING,2025-05-13,1,2025-05-13,1,2025-05-13,1,TILT.P-01-01-23,,0,,400,,2025-05-13,0,P0261121,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,H0DA,1578660,1008,1008,N0096,PACKING,2025-05-13,1,2025-05-13,1,2025-05-13,1,PACK-01-01-18,,0,,400,,2025-05-13,0,P0253026,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-212W-00,H0EA,1579668,1008,1008,N0096,PACKING,2025-05-13,1,2025-05-13,1,2025-05-13,1,PACK-01-01-18,,0,,400,,2025-05-13,0,P0253027,1008,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,438A,285366,672,672,N0096,PACKING,2025-05-14,1,2025-05-14,1,2025-05-14,1,TILT.P-01-01-23,,0,,400,,2025-05-14,0,P0261122,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,059A,33229,672,672,N0096,PACKING,2025-05-14,1,2025-05-14,1,2025-05-14,1,TILT.P-01-01-23,,0,,400,,2025-05-14,0,P0262189,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-07,060A,33901,672,672,N0096,PACKING,2025-05-14,1,2025-05-14,1,2025-05-14,1,TILT.P-01-01-23,,0,,400,,2025-05-14,0,P0262190,672,0,0,,,PLN06,MRPT37B2,20250114
XJH-248W-04,439A,286038,672,672,N0096,PACKING,2025-05-14,1,2025-05-14,1,2025-05-14,1,TILT.P-01-01-23,,0,,400,,2025-05-14,0,P0261123,672,0,0,,,PLN06,MRPT37B2,20250114
FC2-4A01NXP,441A,294314,800,800,N0096,PACKING,2025-05-14,1,2025-05-14,1,2025-05-14,1,PACK-01-01-13,,0,,400,,2025-05-14,0,P0261034,800,0,0,,,PLN06,MRPT37B2,20250114
FC2-4A01NXP,442A,295114,800,800,N0096,PACKING,2025-05-14,1,2025-05-14,1,2025-05-14,1,PACK-01-01-13,,0,,400,,2025-05-14,0,P0261035,800,0,0,,,PLN06,MRPT37B2,20250114
